location,total_sqft,bath,price,bhk,price_per_sqft
Rajaji Nagar,660.0,1.0,75.0,1,11363.64
Rajaji Nagar,1440.0,2.0,170.0,2,11805.56
Rajaji Nagar,2448.0,3.0,400.0,3,16339.87
Rajaji Nagar,1440.0,2.0,185.0,2,12847.22
Rajaji Nagar,1640.0,3.0,230.0,3,14024.39
Rajaji Nagar,2648.0,5.0,251.5,4,9497.73
Rajaji Nagar,3730.0,4.0,370.0,4,9919.57
Rajaji Nagar,1800.0,2.0,250.0,3,13888.89
Rajaji Nagar,3100.0,4.0,550.0,4,17741.94
Rajaji Nagar,3526.0,4.0,598.0,4,16959.73
Rajaji Nagar,1357.0,2.0,130.0,2,9579.96
Rajaji Nagar,2300.0,3.0,369.0,3,16043.48
Rajaji Nagar,1640.0,3.0,220.0,3,13414.63
Rajaji Nagar,2500.0,3.0,350.0,3,14000.0
Rajaji Nagar,1615.0,3.0,175.0,3,10835.91
Rajaji Nagar,1776.0,3.0,190.0,3,10698.2
Rajaji Nagar,2559.0,3.0,403.0,3,15748.34
Rajaji Nagar,1763.0,3.0,262.0,2,14861.03
Rajaji Nagar,1640.0,3.0,220.0,3,13414.63
Rajaji Nagar,1613.0,3.0,150.0,3,9299.44
Rajaji Nagar,1380.0,3.0,130.0,3,9420.29
Rajaji Nagar,2400.0,3.0,320.0,5,13333.33
Rajaji Nagar,1800.0,3.0,240.0,3,13333.33
Rajaji Nagar,2533.0,3.0,425.0,3,16778.52
Rajaji Nagar,1268.0,2.0,127.0,2,10015.77
Rajaji Nagar,2450.0,3.0,330.0,3,13469.39
Rajaji Nagar,1640.0,3.0,262.0,3,15975.61
Rajaji Nagar,1200.0,1.0,200.0,2,16666.67
Rajaji Nagar,2367.0,3.0,375.0,3,15842.84
Rajaji Nagar,2440.0,2.0,415.0,4,17008.2
Rajaji Nagar,1640.0,3.0,251.0,3,15304.88
Rajaji Nagar,2733.0,5.0,259.0,4,9476.77
Rajaji Nagar,1640.0,3.0,268.0,3,16341.46
Rajaji Nagar,2367.0,4.0,340.0,3,14364.17
Rajaji Nagar,1720.0,3.0,224.0,3,13023.26
Rajaji Nagar,1350.0,4.0,230.0,4,17037.04
Rajaji Nagar,1700.0,3.0,200.0,3,11764.71
Rajaji Nagar,1357.0,2.0,123.0,2,9064.11
Rajaji Nagar,2300.0,4.0,240.0,3,10434.78
Rajaji Nagar,2400.0,5.0,408.0,5,17000.0
Rajaji Nagar,2500.0,3.0,340.0,3,13600.0
Rajaji Nagar,2390.0,3.0,372.0,3,15564.85
Rajaji Nagar,2415.0,3.0,399.0,3,16521.74
Rajaji Nagar,1718.0,3.0,275.0,2,16006.98
Rajaji Nagar,1763.0,3.0,240.0,2,13613.16
Rajaji Nagar,2367.0,3.0,320.0,3,13519.22
Rajaji Nagar,2409.0,3.0,395.0,3,16396.85
Rajaji Nagar,1314.0,2.0,225.0,2,17123.29
Rajaji Nagar,1440.0,2.0,165.0,2,11458.33
Rajaji Nagar,1640.0,3.0,245.0,3,14939.02
Rajankunte,3259.0,3.0,270.0,3,8284.75
Rajarajeshwari Nagara,2000.0,3.0,85.0,3,4250.0
Rajarajeshwari nagar,2000.0,3.0,85.0,3,4250.0
Rajasree Layout,1310.0,3.0,90.0,3,6870.23
Rajiv Gandhi Nagar,1170.0,2.0,68.0,2,5811.97
Rajiv Gandhi Nagar,1293.0,2.0,75.0,2,5800.46
Rajiv Gandhi Nagar,1293.0,2.0,80.0,2,6187.16
Rajiv Gandhi Nagar,1293.0,2.0,80.0,2,6187.16
Rajiv Gandhi Nagar,1750.0,3.0,100.0,3,5714.29
Rajiv Nagar,1690.0,3.0,125.0,3,7396.45
Rajiv Nagar,1263.0,2.0,93.32,2,7388.76
Rajiv Nagar,2340.0,4.0,148.0,4,6324.79
Rajiv Nagar,2340.0,5.0,129.0,4,5512.82
Rajiv Nagar,1330.0,2.0,93.0,2,6992.48
Rajiv Nagar,2340.0,5.0,129.0,4,5512.82
Rajiv Nagar,1309.0,2.0,80.0,2,6111.54
Rajiv Nagar,2340.0,4.0,145.0,4,6196.58
Rajiv Nagar,2330.0,5.0,175.0,4,7510.73
Rajiv Nagar,2340.0,5.0,160.0,4,6837.61
Ramagondanahalli,1151.0,2.0,48.77,2,4237.19
Ramagondanahalli,1251.0,2.0,47.0,2,3756.99
Ramagondanahalli,1235.0,2.0,52.04,2,4213.77
Ramagondanahalli,1610.0,2.0,111.0,3,6894.41
Ramagondanahalli,540.0,1.0,30.0,1,5555.56
Ramagondanahalli,1635.0,3.0,62.0,3,3792.05
Ramagondanahalli,1235.0,2.0,46.8,2,3789.47
Ramagondanahalli,1215.0,2.0,51.26,2,4218.93
Ramagondanahalli,2257.0,4.0,157.0,3,6956.14
Ramagondanahalli,1251.0,2.0,47.4,2,3788.97
Ramagondanahalli,1610.0,2.0,115.0,3,7142.86
Ramagondanahalli,920.0,2.0,65.0,2,7065.22
Ramagondanahalli,1215.0,2.0,45.5,2,3744.86
Ramagondanahalli,2800.0,4.0,155.0,4,5535.71
Ramagondanahalli,1253.0,2.0,52.66,2,4202.71
Ramagondanahalli,1295.0,2.0,95.0,2,7335.91
Ramagondanahalli,1151.0,2.0,50.5,2,4387.49
Ramagondanahalli,1235.0,2.0,49.3,2,3991.9
Ramagondanahalli,2257.0,3.0,159.0,3,7044.75
Ramagondanahalli,1295.0,2.0,95.0,2,7335.91
Ramagondanahalli,1451.0,3.0,60.44,3,4165.4
Ramagondanahalli,1910.0,3.0,142.0,3,7434.55
Ramagondanahalli,1215.0,2.0,46.1,2,3794.24
Ramagondanahalli,1475.0,2.0,63.0,3,4271.19
Ramagondanahalli,1251.0,2.0,50.0,2,3996.8
Ramagondanahalli,1610.0,2.0,115.0,3,7142.86
Ramagondanahalli,1151.0,2.0,43.6,2,3788.01
Ramagondanahalli,1635.0,3.0,61.0,3,3730.89
Ramagondanahalli,1251.0,2.0,53.0,2,4236.61
Ramagondanahalli,845.0,2.0,45.82,2,5422.49
Ramagondanahalli,1910.0,3.0,150.0,3,7853.4
Ramagondanahalli,1738.0,2.0,76.0,3,4372.84
Ramagondanahalli,2040.0,3.0,114.0,3,5588.24
Ramagondanahalli,3350.0,3.0,150.0,3,4477.61
Ramagondanahalli,1251.0,2.0,46.0,2,3677.06
Ramagondanahalli,1635.0,3.0,57.0,3,3486.24
Ramagondanahalli,1151.0,2.0,46.0,2,3996.52
Ramagondanahalli,1610.0,2.0,112.0,3,6956.52
Ramagondanahalli,1610.0,2.0,115.0,3,7142.86
Ramagondanahalli,1200.0,3.0,56.1,3,4675.0
Ramagondanahalli,2787.0,5.0,220.0,4,7893.79
Ramagondanahalli,1475.0,2.0,55.0,3,3728.81
Ramagondanahalli,1125.0,2.0,75.0,2,6666.67
Ramagondanahalli,1151.0,2.0,42.5,2,3692.44
Ramagondanahalli,2257.0,3.0,155.0,3,6867.52
Ramagondanahalli,1500.0,3.0,100.0,3,6666.67
Ramagondanahalli,1910.0,3.0,131.0,3,6858.64
Ramakrishnappa Layout,2770.0,4.0,290.0,3,10469.31
Ramakrishnappa Layout,1500.0,2.0,185.0,2,12333.33
Ramakrishnappa Layout,2770.0,4.0,315.0,3,11371.84
Ramakrishnappa Layout,630.0,2.0,70.0,1,11111.11
Ramamurthy Nagar,3700.0,4.0,225.0,4,6081.08
Ramamurthy Nagar,3500.0,5.0,150.0,5,4285.71
Ramamurthy Nagar,1050.0,2.0,37.0,2,3523.81
Ramamurthy Nagar,1040.0,2.0,50.0,2,4807.69
Ramamurthy Nagar,1600.0,3.0,75.0,3,4687.5
Ramamurthy Nagar,1200.0,3.0,72.0,2,6000.0
Ramamurthy Nagar,360.0,1.0,26.0,1,7222.22
Ramamurthy Nagar,950.0,2.0,50.79,2,5346.32
Ramamurthy Nagar,1200.0,2.0,66.0,3,5500.0
Ramamurthy Nagar,1525.0,3.0,100.0,3,6557.38
Ramamurthy Nagar,1200.0,2.0,80.0,2,6666.67
Ramamurthy Nagar,1200.0,2.0,42.0,2,3500.0
Ramamurthy Nagar,1515.0,3.0,65.0,3,4290.43
Ramamurthy Nagar,1100.0,2.0,68.0,2,6181.82
Ramamurthy Nagar,1185.0,2.0,45.5,2,3839.66
Ramamurthy Nagar,1170.0,2.0,46.8,2,4000.0
Ramamurthy Nagar,1150.0,2.0,51.0,2,4434.78
Ramamurthy Nagar,1200.0,2.0,48.0,2,4000.0
Ramamurthy Nagar,3600.0,3.0,150.0,3,4166.67
Ramamurthy Nagar,600.0,3.0,45.0,2,7500.0
Ramamurthy Nagar,1110.0,2.0,65.0,2,5855.86
Ramamurthy Nagar,1410.0,2.0,56.4,3,4000.0
Ramamurthy Nagar,1200.0,2.0,78.0,2,6500.0
Ramamurthy Nagar,1000.0,2.0,41.0,3,4100.0
Ramamurthy Nagar,600.0,1.0,43.0,1,7166.67
Ramamurthy Nagar,1006.0,2.0,57.0,2,5666.0
Ramamurthy Nagar,1200.0,2.0,76.0,2,6333.33
Ramamurthy Nagar,1300.0,2.0,52.0,3,4000.0
Ramamurthy Nagar,1600.0,3.0,75.0,3,4687.5
Ramamurthy Nagar,700.0,2.0,33.0,2,4714.29
Ramamurthy Nagar,1125.0,2.0,47.0,2,4177.78
Ramamurthy Nagar,1000.0,2.0,62.0,2,6200.0
Ramamurthy Nagar,1334.0,2.0,67.0,2,5022.49
Ramamurthy Nagar,1200.0,2.0,46.0,2,3833.33
Ramamurthy Nagar,1200.0,2.0,57.9,2,4825.0
Ramamurthy Nagar,1305.0,3.0,60.0,3,4597.7
Ramamurthy Nagar,1360.0,2.0,45.0,2,3308.82
Ramamurthy Nagar,1170.0,2.0,44.0,2,3760.68
Ramamurthy Nagar,2200.0,4.0,130.0,4,5909.09
Ramamurthy Nagar,1050.0,2.0,51.66,2,4920.0
Ramamurthy Nagar,2916.0,5.0,230.0,4,7887.52
Ramamurthy Nagar,2316.0,3.0,125.0,3,5397.24
Ramamurthy Nagar,1101.0,2.0,50.0,2,4541.33
Ramamurthy Nagar,1150.0,2.0,40.0,2,3478.26
Ramamurthy Nagar,1208.0,2.0,43.5,3,3600.99
Ramamurthy Nagar,1050.0,2.0,37.8,2,3600.0
Ramamurthy Nagar,935.0,2.0,39.0,2,4171.12
Ramamurthy Nagar,1200.0,2.0,68.0,2,5666.67
Ramamurthy Nagar,540.0,1.0,35.0,1,6481.48
Ramamurthy Nagar,960.0,2.0,35.0,2,3645.83
Ramamurthy Nagar Extension,1350.0,3.0,48.6,3,3600.0
Ramamurthy Nagar Extension,1185.0,2.0,42.66,2,3600.0
Ramanashree Enclave,1075.0,2.0,58.0,2,5395.35
Ramanjaneyanagar,1385.0,2.0,48.48,3,3500.36
Ramanjaneyanagar,1300.0,2.0,70.0,3,5384.62
Ramanjaneyanagar,1230.0,2.0,53.51,3,4350.41
Ramanjaneyanagar,1040.0,2.0,36.4,2,3500.0
Ramesh Nagar,1200.0,2.0,90.0,2,7500.0
Rayasandra,1314.0,2.0,63.0,3,4794.52
Rayasandra,1065.0,2.0,44.95,2,4220.66
Rayasandra,1708.0,3.0,75.0,3,4391.1
Rayasandra,1199.0,2.0,48.5,3,4045.04
Rayasandra,1577.0,3.0,67.0,3,4248.57
Rayasandra,1253.0,2.0,57.0,2,4549.08
Rayasandra,583.0,1.0,26.9,1,4614.07
Rayasandra,1198.0,2.0,54.0,2,4507.51
Rayasandra,1555.0,3.0,75.17,3,4834.08
Rayasandra,1458.0,3.0,60.0,3,4115.23
Rayasandra,1179.0,2.0,55.0,3,4664.97
Rayasandra,1601.0,3.0,70.0,3,4372.27
Rayasandra,1708.0,3.0,76.0,4,4449.65
Rayasandra,470.0,1.0,21.0,1,4468.09
Rayasandra,3600.0,5.0,145.0,5,4027.78
Rayasandra,1357.0,2.0,59.0,3,4347.83
Reliaable Tranquil Layout,1508.0,3.0,75.0,3,4973.47
Reliaable Tranquil Layout,1256.0,2.0,65.0,2,5175.16
Reliaable Tranquil Layout,1508.0,3.0,75.0,3,4973.47
Reliaable Tranquil Layout,1508.0,3.0,77.0,3,5106.1
Reliaable Tranquil Layout,1256.0,2.0,65.0,2,5175.16
Richards Town,1550.0,3.0,160.0,3,10322.58
Richards Town,800.0,2.0,85.0,2,10625.0
Richards Town,1100.0,2.0,90.0,2,8181.82
Richmond Town,1352.0,3.0,135.0,3,9985.21
Richmond Town,1233.0,2.0,100.0,2,8110.3
Richmond Town,1100.0,2.0,145.0,3,13181.82
Richmond Town,1835.0,3.0,175.0,3,9536.78
Richmond Town,2380.0,4.0,242.0,4,10168.07
Roopena Agrahara,1050.0,2.0,67.0,2,6380.95
Roopena Agrahara,955.0,2.0,53.55,2,5607.33
Roopena Agrahara,910.0,1.0,42.0,1,4615.38
Roopena Agrahara,1215.0,2.0,49.86,3,4103.7
Rustam Bagh Layout,1170.0,2.0,86.0,2,7350.43
Rustam Bagh Layout,800.0,2.0,50.0,2,6250.0
Rustam Bagh Layout,1490.0,2.0,88.0,3,5906.04
Rustam Bagh Layout,1170.0,2.0,86.0,2,7350.43
SMV layout,1200.0,4.0,145.0,3,12083.33
SRINIVASAPURA,1525.0,3.0,68.63,3,4500.33
Sadanand Nagar,3500.0,4.0,500.0,3,14285.71
Sadaramangala,1394.0,2.0,52.0,2,3730.27
Sadaramangala,1260.0,2.0,62.0,2,4920.63
Sadashiva Nagar,3761.0,3.0,660.0,3,17548.52
Sadashiva Nagar,2780.0,5.0,480.0,4,17266.19
Sadashiva Nagar,2720.0,4.0,485.0,4,17830.88
Sadashiva Nagar,3761.0,3.0,650.0,3,17282.64
Sadashiva Nagar,3850.0,3.0,650.0,3,16883.12
Sadashiva Nagar,7500.0,5.0,1500.0,5,20000.0
Sahakara Nagar,2830.0,3.0,195.0,4,6890.46
Sahakara Nagar,1500.0,2.0,95.0,3,6333.33
Sahakara Nagar,1100.0,2.0,56.0,2,5090.91
Sahakara Nagar,1219.0,2.0,48.0,2,3937.65
Sahakara Nagar,1100.0,2.0,75.0,3,6818.18
Sahakara Nagar,1655.0,3.0,115.0,3,6948.64
Sahakara Nagar,1150.0,2.0,54.0,2,4695.65
Sahakara Nagar,1270.0,2.0,69.85,2,5500.0
Sahakara Nagar,960.0,2.0,56.0,2,5833.33
Sahakara Nagar,1048.0,2.0,50.0,2,4770.99
Sahakara Nagar,1160.0,2.0,55.0,2,4741.38
Sahakara Nagar,1200.0,2.0,75.0,3,6250.0
Sahakara Nagar,1914.0,3.0,179.0,3,9352.14
Sahakara Nagar,1500.0,3.0,125.0,3,8333.33
Sahakara Nagar,1100.0,2.0,55.0,2,5000.0
Sahakara Nagar,1914.0,3.0,149.0,3,7784.74
Sahakara Nagar,1000.0,2.0,60.0,2,6000.0
Sahakara Nagar,2200.0,3.0,98.0,3,4454.55
Sahakara Nagar,1175.0,2.0,49.0,2,4170.21
Sahakara Nagar,1370.0,2.0,90.0,3,6569.34
Sahakara Nagar,1100.0,2.0,55.0,2,5000.0
Sahakara Nagar,1100.0,2.0,75.0,3,6818.18
Sahakara Nagar,1180.0,2.0,72.0,2,6101.69
Sahakara Nagar,1200.0,2.0,60.0,2,5000.0
Sahakara Nagar,1032.0,2.0,45.0,2,4360.47
Sahakara Nagar,1200.0,2.0,46.0,2,3833.33
Sahakara Nagar,1270.0,2.0,96.0,2,7559.06
Sahakara Nagar,1201.0,2.0,80.0,2,6661.12
Sahakara Nagar,1200.0,2.0,54.0,2,4500.0
Sahakara Nagar,1291.0,2.0,72.3,2,5600.31
Sai Gardens,1339.0,2.0,55.0,2,4107.54
Sai Gardens,1686.0,3.0,77.0,3,4567.02
Samethanahalli,799.0,2.0,38.0,2,4755.94
Samethanahalli,799.0,2.0,35.0,2,4380.48
Sampangi Rama Nagar,1200.0,2.0,125.0,2,10416.67
Sampigehalli,1592.0,3.0,75.0,3,4711.06
Sampigehalli,1200.0,2.0,61.0,2,5083.33
Sanjay nagar,1000.0,2.0,70.0,2,7000.0
Sanjay nagar,1100.0,2.0,98.0,2,8909.09
Sanjay nagar,1150.0,2.0,72.2,2,6278.26
Sanjay nagar,1800.0,3.0,180.0,3,10000.0
Sanjay nagar,630.0,1.0,35.0,2,5555.56
Sanjay nagar,1900.0,2.0,180.0,3,9473.68
Sanjay nagar,1575.0,2.0,90.0,2,5714.29
Sanjay nagar,1450.0,3.0,75.0,3,5172.41
Sanjay nagar,1200.0,2.0,76.0,3,6333.33
Sanjay nagar,960.0,2.0,55.0,2,5729.17
Sanjay nagar,1050.0,2.0,59.0,2,5619.05
Sanjay nagar,1150.0,2.0,70.0,2,6086.96
Sanjay nagar,1500.0,3.0,150.0,3,10000.0
Sanjay nagar,1180.0,2.0,80.0,2,6779.66
Sanne Amanikere,655.0,1.0,27.0,1,4122.14
Sanne Amanikere,1455.0,2.0,45.0,3,3092.78
Sarakki Nagar,2121.0,4.0,253.0,3,11928.34
Sarakki Nagar,2289.0,3.0,260.0,3,11358.67
Sarakki Nagar,2500.0,4.0,325.0,3,13000.0
Sarakki Nagar,2145.0,4.0,270.0,3,12587.41
Sarakki Nagar,1200.0,3.0,128.0,3,10666.67
Sarakki Nagar,2663.0,4.0,338.0,3,12692.45
Sarakki Nagar,1840.0,4.0,175.0,3,9510.87
Sarakki Nagar,3131.0,4.0,349.0,4,11146.6
Sarakki Nagar,3126.0,5.0,345.0,4,11036.47
Sarakki Nagar,3124.0,6.0,349.0,4,11171.57
Sarjapur,2250.0,3.0,148.0,3,6577.78
Sarjapur,1600.0,3.0,75.0,3,4687.5
Sarjapur,1242.5,2.0,43.49,2,3500.2
Sarjapur,913.0,2.0,32.0,2,3504.93
Sarjapur,1128.0,2.0,60.0,2,5319.15
Sarjapur,1185.0,2.0,47.0,2,3966.24
Sarjapur,900.0,2.0,42.0,3,4666.67
Sarjapur,649.5,1.0,17.535,1,2699.77
Sarjapur,1020.0,2.0,35.0,2,3431.37
Sarjapur,1195.0,2.0,42.0,2,3514.64
Sarjapur,1240.0,2.0,44.0,2,3548.39
Sarjapur,1550.0,2.0,65.0,4,4193.55
Sarjapur,950.0,2.0,32.5,2,3421.05
Sarjapur,1285.0,2.0,68.0,3,5291.83
Sarjapur,1525.0,2.0,48.0,3,3147.54
Sarjapur,925.0,2.0,25.0,2,2702.7
Sarjapur,3190.0,3.0,160.0,4,5015.67
Sarjapur,1215.0,2.0,40.0,2,3292.18
Sarjapur,2540.0,4.0,115.0,4,4527.56
Sarjapur,1200.0,3.0,78.0,3,6500.0
Sarjapur,1000.0,2.0,30.0,2,3000.0
Sarjapur,1157.0,2.0,40.0,2,3457.22
Sarjapur,2238.0,3.0,140.0,3,6255.59
Sarjapur,2020.0,3.0,85.0,3,4207.92
Sarjapur,2885.0,3.0,185.0,4,6412.48
Sarjapur,1917.0,3.0,60.0,4,3129.89
Sarjapur,1240.0,2.0,44.3,2,3572.58
Sarjapur,625.0,1.0,19.0,1,3040.0
Sarjapur,2585.5,4.0,139.5,4,5395.47
Sarjapur,940.0,2.0,25.38,2,2700.0
Sarjapur,2100.0,3.0,125.0,4,5952.38
Sarjapur,913.0,2.0,36.0,2,3943.04
Sarjapur,1404.0,2.0,53.35,3,3799.86
Sarjapur,1830.0,3.0,88.0,3,4808.74
Sarjapur,1364.0,2.0,56.0,3,4105.57
Sarjapur,1124.0,2.0,30.35,2,2700.18
Sarjapur,1044.0,2.0,32.0,2,3065.13
Sarjapur,650.0,1.0,19.87,1,3056.92
Sarjapur,1175.0,2.0,42.0,2,3574.47
Sarjapur,1240.0,2.0,43.1,2,3475.81
Sarjapur,1170.0,2.0,35.41,3,3026.5
Sarjapur,1032.0,2.0,42.0,2,4069.77
Sarjapur,1044.0,2.0,34.0,2,3256.7
Sarjapur,1200.0,3.0,76.13,3,6344.17
Sarjapur,1200.0,2.0,62.0,2,5166.67
Sarjapur,900.0,2.0,27.98,2,3108.89
Sarjapur,2970.0,3.0,130.0,4,4377.1
Sarjapur,1205.0,2.0,29.0,2,2406.64
Sarjapur,850.0,2.0,32.0,2,3764.71
Sarjapur,1175.0,2.0,41.68,2,3547.23
Sarjapur,1575.0,3.0,55.0,3,3492.06
Sarjapur,920.0,2.0,33.0,2,3586.96
Sarjapur,1445.0,3.0,50.0,3,3460.21
Sarjapur,1150.0,2.0,41.0,2,3565.22
Sarjapur,1200.0,2.0,42.6,2,3550.0
Sarjapur,1333.0,3.0,50.0,3,3750.94
Sarjapur,1044.0,2.0,36.0,2,3448.28
Sarjapur,950.0,2.0,35.0,2,3684.21
Sarjapur,2585.5,4.0,115.0,4,4447.88
Sarjapur,2172.0,3.0,100.0,3,4604.05
Sarjapur,633.0,1.0,17.09,1,2699.84
Sarjapur,1500.0,5.0,95.0,3,6333.33
Sarjapur,1451.0,2.0,87.0,2,5995.86
Sarjapur,2400.0,3.0,140.0,4,5833.33
Sarjapur,1525.0,2.0,68.0,3,4459.02
Sarjapur,1095.0,2.0,45.0,2,4109.59
Sarjapur,1425.0,3.0,57.0,3,4000.0
Sarjapur  Road,2497.0,3.0,140.0,3,5606.73
Sarjapur  Road,1787.0,3.0,98.29,3,5500.28
Sarjapur  Road,1787.0,3.0,125.0,3,6994.96
Sarjapur  Road,984.0,2.0,44.28,2,4500.0
Sarjapur  Road,1035.0,2.0,49.2,2,4753.62
Sarjapur  Road,1863.0,3.0,104.0,4,5582.39
Sarjapur  Road,1000.0,2.0,67.0,2,6700.0
Sarjapur  Road,1346.0,2.0,74.03,2,5500.0
Sarjapur  Road,1195.0,2.0,70.0,2,5857.74
Sarjapur  Road,1550.0,3.0,100.0,3,6451.61
Sarjapur  Road,2100.0,3.0,125.0,3,5952.38
Sarjapur  Road,1210.0,2.0,58.0,2,4793.39
Sarjapur  Road,1691.0,3.0,113.0,3,6682.44
Sarjapur  Road,1278.0,2.0,95.0,2,7433.49
Sarjapur  Road,2238.0,3.0,140.0,3,6255.59
Sarjapur  Road,1115.0,2.0,50.0,2,4484.3
Sarjapur  Road,1403.0,3.0,55.0,3,3920.17
Sarjapur  Road,1346.0,2.0,61.92,2,4600.3
Sarjapur  Road,1984.0,4.0,146.0,3,7358.87
Sarjapur  Road,1035.0,2.0,45.0,2,4347.83
Sarjapur  Road,1128.0,2.0,59.0,2,5230.5
Sarjapur  Road,1495.0,2.0,64.0,3,4280.94
Sarjapur  Road,1700.0,3.0,110.0,3,6470.59
Sarjapur  Road,1157.0,2.0,75.0,3,6482.28
Sarjapur  Road,1282.0,2.0,72.0,2,5616.22
Sarjapur  Road,4111.0,4.0,310.0,4,7540.74
Sarjapur  Road,3430.0,6.0,228.5,4,6661.81
Sarjapur  Road,3900.0,4.0,300.0,4,7692.31
Sarjapur  Road,1300.0,2.0,60.0,2,4615.38
Sarjapur  Road,1000.0,2.0,40.0,2,4000.0
Sarjapur  Road,1050.0,2.0,62.0,2,5904.76
Sarjapur  Road,1700.0,3.0,135.0,3,7941.18
Sarjapur  Road,1691.0,3.0,119.0,3,7037.26
Sarjapur  Road,1846.0,3.0,140.0,3,7583.97
Sarjapur  Road,1200.0,3.0,95.0,3,7916.67
Sarjapur  Road,1929.0,4.0,103.0,3,5339.55
Sarjapur  Road,1155.0,2.0,58.0,2,5021.65
Sarjapur  Road,1819.0,3.0,100.0,3,5497.53
Sarjapur  Road,1845.0,4.0,110.0,3,5962.06
Sarjapur  Road,1233.0,2.0,77.65,2,6297.65
Sarjapur  Road,1525.0,2.0,60.0,3,3934.43
Sarjapur  Road,4395.0,4.0,242.0,4,5506.26
Sarjapur  Road,1220.0,3.0,56.0,3,4590.16
Sarjapur  Road,3750.0,6.0,290.0,4,7733.33
Sarjapur  Road,1428.0,2.0,66.0,3,4621.85
Sarjapur  Road,1680.0,3.0,112.0,3,6666.67
Sarjapur  Road,1255.0,2.0,92.0,2,7330.68
Sarjapur  Road,1220.0,3.0,58.0,3,4754.1
Sarjapur  Road,1311.0,2.0,78.0,2,5949.66
Sarjapur  Road,1220.0,3.0,56.0,3,4590.16
Sarjapur  Road,1157.0,2.0,75.0,3,6482.28
Sarjapur  Road,1145.0,2.0,75.0,2,6550.22
Sarjapur  Road,1300.0,2.0,70.0,3,5384.62
Sarjapur  Road,1390.0,2.0,62.0,2,4460.43
Sarjapur  Road,1725.0,3.0,90.0,3,5217.39
Sarjapur  Road,2180.0,3.0,170.0,3,7798.17
Sarjapur  Road,1084.0,2.0,55.0,2,5073.8
Sarjapur  Road,1220.0,3.0,62.0,3,5081.97
Sarjapur  Road,1750.0,3.0,110.0,3,6285.71
Sarjapur  Road,1888.0,4.0,95.0,3,5031.78
Sarjapur  Road,1300.0,3.0,60.0,3,4615.38
Sarjapur  Road,1200.0,3.0,70.0,3,5833.33
Sarjapur  Road,2600.0,3.0,200.0,3,7692.31
Sarjapur  Road,685.0,1.0,40.0,1,5839.42
Sarjapur  Road,915.0,2.0,38.0,2,4153.01
Sarjapur  Road,1241.0,2.0,82.0,2,6607.57
Sarjapur  Road,984.0,2.0,45.91,2,4665.65
Sarjapur  Road,1400.0,2.0,68.0,2,4857.14
Sarjapur  Road,835.0,1.0,46.95,1,5622.75
Sarjapur  Road,1280.0,2.0,76.0,2,5937.5
Sarjapur  Road,1145.0,2.0,49.5,2,4323.14
Sarjapur  Road,1470.0,3.0,62.0,3,4217.69
Sarjapur  Road,1263.0,2.0,78.0,2,6175.77
Sarjapur  Road,1691.0,3.0,98.0,3,5795.39
Sarjapur  Road,3416.5,6.0,143.0,4,4185.57
Sarjapur  Road,1308.0,2.0,83.0,2,6345.57
Sarjapur  Road,1592.0,3.0,91.0,3,5716.08
Sarjapur  Road,1016.0,2.0,45.0,2,4429.13
Sarjapur  Road,1150.0,2.0,77.0,2,6695.65
Sarjapur  Road,1965.0,3.0,120.0,3,6106.87
Sarjapur  Road,2275.0,4.0,180.0,3,7912.09
Sarjapur  Road,985.0,2.0,49.0,2,4974.62
Sarjapur  Road,1418.0,2.0,78.0,2,5500.71
Sarjapur  Road,1200.0,2.0,93.0,2,7750.0
Sarjapur  Road,1586.0,3.0,70.0,3,4413.62
Sarjapur  Road,1260.0,2.0,53.0,2,4206.35
Sarjapur  Road,1115.0,2.0,60.0,2,5381.17
Sarjapur  Road,1525.0,2.0,87.0,3,5704.92
Sarjapur  Road,1346.0,2.0,71.32,2,5298.66
Sarjapur  Road,915.0,2.0,37.0,2,4043.72
Sarjapur  Road,715.0,1.0,29.0,1,4055.94
Sarjapur  Road,1230.0,2.0,94.5,2,7682.93
Sarjapur  Road,1750.0,3.0,99.0,3,5657.14
Sarjapur  Road,1145.0,2.0,62.0,2,5414.85
Sarjapur  Road,1500.0,3.0,88.0,3,5866.67
Sarjapur  Road,1190.0,2.0,50.0,2,4201.68
Sarjapur  Road,1846.0,3.0,145.0,3,7854.82
Sarjapur  Road,1067.0,2.0,60.0,2,5623.24
Sarjapur  Road,3200.0,5.0,140.0,5,4375.0
Sarjapur  Road,1700.0,3.0,95.0,3,5588.24
Sarjapur  Road,1230.0,2.0,65.0,2,5284.55
Sarjapur  Road,1939.0,3.0,98.0,3,5054.15
Sarjapur  Road,2556.0,3.0,169.0,3,6611.89
Sarjapur  Road,1278.0,2.0,90.0,2,7042.25
Sarjapur  Road,984.0,2.0,45.91,2,4665.65
Sarjapur  Road,1305.0,2.0,99.0,2,7586.21
Sarjapur  Road,1755.0,3.0,122.0,3,6951.57
Sarjapur  Road,1173.0,2.0,45.75,3,3900.26
Sarjapur  Road,1120.0,2.0,50.0,2,4464.29
Sarjapur  Road,1530.0,2.0,60.0,3,3921.57
Sarjapur  Road,1700.0,3.0,93.5,3,5500.0
Sarjapur  Road,1403.0,3.0,56.0,3,3991.45
Sarjapur  Road,1060.0,2.0,55.0,2,5188.68
Sarjapur  Road,1455.0,2.0,98.0,3,6735.4
Sarjapur  Road,1850.0,3.0,140.0,3,7567.57
